Nome,Tipo,Tamanho,Tendência,PV_médio,PV_dados,CA,Deslocamento,Força,mod_força,Destreza,mod_destreza,Constituição,mod_constituição,Inteligência,mod_inteligência,Sabedoria,mod_sabedoria,Carisma,mod_carisma,Infos,Nível_desafio,XP,Ações,Dano_médio
RINOCERONTE,Besta,Grande,imparcial,45,6d10 + 12,11,12.0,21.0,5.0,8.0,-1.0,15.0,2.0,2.0,-4.0,12.0,1.0,6.0,-2.0,"Sentidos Percepção passiva 11 Idiomas  Nível de Desafio 2 (450 XP) Investida. Se o rinoceronte se mover, pelo menos, 6 metros em linha reta em direção de uma criatura logo antes de atingi-la com seu ataque de chifre, o alvo sofre 9 (2d8) de dano de concussão extra. Se o alvo for uma criatura, ele deve ser bem sucedido num teste de resistência de Força CD 15 para não cair no chão. AÇÕES Chifre. Ataque Corpo-a-Corpo com Arma: +7 para atingir, alcance 1,5 m, um alvo. Acerto: 14 (2d8 + 5) de dano de concussão.  SAPO Besta Miúda, imparcial Classe de Armadura 11 Pontos de Vida 1 (1d4  1) Deslocamento 6 m, natação 6 m FOR 1 (5) DES 13 (+1) CON 8 (1) INT 1 (5) SAB 8 (1) CAR 3 (4) Perícias Furtividade +3, Percepção +1 Sentidos visão no escuro 18 m, Percepção passiva 11 Idiomas ",2,450.0," Chifre. Ataque Corpo-a-Corpo com Arma: +7 para atingir, alcance 1,5 m, um alvo. Acerto: 14 (2d8 + 5) de dano de concussão.",14.0
SAPO,Besta,Miúda,imparcial,1,1d4 - 1,11,6.0,1.0,-5.0,13.0,1.0,8.0,-1.0,1.0,-5.0,8.0,-1.0,3.0,-4.0,"Perícias Furtividade +3, Percepção +1 Sentidos visão no escuro 18 m, Percepção passiva 11 Idiomas ",0,0.0,"Um sapo não tem ataques efetivos. Ele se alimenta de pequenos insetos e geralmente vive perto da água, em árvores ou no subterrâneo. As estatísticas do sapo podem ser usadas para representar uma rã.",0.0
SAPO GIGANTE,Besta,Grande,imparcial,39,6d10 + 6,11,6.0,15.0,2.0,13.0,1.0,13.0,1.0,2.0,-4.0,10.0,0.0,3.0,-4.0,"Sentidos visão no escuro 9 m, Percepção passiva 10 Idiomas  Nível de Desafio 1 (200 XP) Anfíbio. O sapo pode respirar ar e água.  Salto Parado. O salto à distância do sapo vai até 6 metros e o salto em altura vai até 3 metros, com ou sem uma corrida inicial. AÇÕES Mordida. Ataque Corpo-a-Corpo com Arma: +4 para atingir, alcance 1,5 m, um alvo. Acerto: 7 (1d10 + 2) de dano perfurante mais 5 (1d10) de dano de veneno e o alvo fica agarrado (CD 13 para escapar). Até o agarrão acabar, o alvo fica impedido e o sapo não pode morder outro alvo.  Engolir. O sapo realiza um ataque de mordida contra um alvo Médio ou menor que esteja agarrando. Se o ataque atingir, o alvo é engolido e o agarrão termina. Enquanto estiver engolido, o alvo estará cego e impedido, ele terá cobertura total contra ataques e outros efeitos de fora do sapo e sofre 10 (3d6) de dano ácido no começo de cada turno do sapo. O sapo pode ter apenas um alvo engolido por vez. Se o sapo morrer, uma criatura engolida não estará mais impedida por ele e poderá escapar do corpo usando 1,5 metro de movimento, estando caída ao sair.   SERPENTE VENENOSA Besta Miúda, imparcial Classe de Armadura 13 Pontos de Vida 2 (1d4) Deslocamento 9 m, natação 9 m FOR 2 (4) DES 16 (+3) CON 11 (+0) INT 1 (5) SAB 10 (+0) CAR 3 (4) Sentidos percepção às cegas 3 m, Percepção passiva 10 Idiomas  Nível de Desafio 1/8 (25 XP) AÇÕES Mordida. Ataque Corpo-a-Corpo com Arma: +5 para atingir, alcance 1,5 m, um alvo. Acerto: 1 de dano perfurante e o alvo deve realizar um teste de resistência de Constituição CD 10, sofrendo 5 (2d4) de dano de veneno se falhar na resistência ou metade desse dano se obtiver sucesso.  SERPENTE VENENOSA GIGANTE Besta Média, imparcial Classe de Armadura 14 Pontos de Vida 11 (2d8 + 2) Deslocamento 9 m, natação 9 m FOR 10 (+0) DES 18 (+4) CON 13 (+1) INT 2 (4) SAB 10 (+0) CAR 3 (4) Perícias Percepção +2 Sentidos percepção às cegas 3 m, Percepção passiva 12 Idiomas  Nível de Desafio 1/4 (50 XP) AÇÕES Mordida. Ataque Corpo-a-Corpo com Arma: +6 para atingir, alcance 3 m, um alvo. Acerto: 6 (1d4 + 4) de dano perfurante e o alvo deve realizar um teste de resistência de Constituição CD 11, sofrendo 10 (3d6) de dano de veneno se falhar na resistência ou metade desse dano se obtiver sucesso.  TEXUGO Besta Miúda, imparcial Classe de Armadura 10 Pontos de Vida 3 (1d4 + 1) Deslocamento 6 m, escavação 1,5 m FOR 4 (3) DES 11 (+0) CON 12 (+1) INT 2 (4) SAB 12 (+1) CAR 5 (3) Sentidos visão no escuro 9 m, Percepção passiva 11 Idiomas  Nível de Desafio 0 (10 XP) Faro Aguçados. O texugo tem vantagem em testes de Sabedoria (Percepção) relacionados ao olfato.  AÇÕES Mordida. Ataque Corpo-a-Corpo com Arma: +2 para atingir, alcance 1,5 m, um alvo. Acerto: 1 de dano perfurante.  TEXUGO GIGANTE Besta Média, imparcial Classe de Armadura 10 Pontos de Vida 13 (2d8 + 4) Deslocamento 9 m, escavação 3 m FOR 13 (+1) DES 10 (+0) CON 15 (+2) INT 2 (4) SAB 12 (+1) CAR 5 (3) Sentidos visão no escuro 9 m, Percepção passiva 11 Idiomas ",1,200.0," Mordida. Ataque Corpo-a-Corpo com Arma: +5 para atingir, alcance 1,5 m, um alvo. Acerto: 1 de dano perfurante e o alvo deve realizar um teste de resistência de Constituição CD 10, sofrendo 5 (2d4) de dano de veneno se falhar na resistência ou metade desse dano se obtiver sucesso.",12.0
SERPENTE VENENOSA,Besta,Miúda,imparcial,2,1d4,13,9.0,2.0,-4.0,16.0,3.0,11.0,0.0,1.0,-5.0,10.0,0.0,3.0,-4.0,"Sentidos percepção às cegas 3 m, Percepção passiva 10 Idiomas  Nível de Desafio 1/8 (25 XP) AÇÕES Mordida. Ataque Corpo-a-Corpo com Arma: +5 para atingir, alcance 1,5 m, um alvo. Acerto: 1 de dano perfurante e o alvo deve realizar um teste de resistência de Constituição CD 10, sofrendo 5 (2d4) de dano de veneno se falhar na resistência ou metade desse dano se obtiver sucesso.  SERPENTE VENENOSA GIGANTE Besta Média, imparcial Classe de Armadura 14 Pontos de Vida 11 (2d8 + 2) Deslocamento 9 m, natação 9 m FOR 10 (+0) DES 18 (+4) CON 13 (+1) INT 2 (4) SAB 10 (+0) CAR 3 (4) Perícias Percepção +2 Sentidos percepção às cegas 3 m, Percepção passiva 12 Idiomas  Nível de Desafio 1/4 (50 XP) AÇÕES Mordida. Ataque Corpo-a-Corpo com Arma: +6 para atingir, alcance 3 m, um alvo. Acerto: 6 (1d4 + 4) de dano perfurante e o alvo deve realizar um teste de resistência de Constituição CD 11, sofrendo 10 (3d6) de dano de veneno se falhar na resistência ou metade desse dano se obtiver sucesso.  TEXUGO Besta Miúda, imparcial Classe de Armadura 10 Pontos de Vida 3 (1d4 + 1) Deslocamento 6 m, escavação 1,5 m FOR 4 (3) DES 11 (+0) CON 12 (+1) INT 2 (4) SAB 12 (+1) CAR 5 (3) Sentidos visão no escuro 9 m, Percepção passiva 11 Idiomas  Nível de Desafio 0 (10 XP) Faro Aguçados. O texugo tem vantagem em testes de Sabedoria (Percepção) relacionados ao olfato.  AÇÕES Mordida. Ataque Corpo-a-Corpo com Arma: +2 para atingir, alcance 1,5 m, um alvo. Acerto: 1 de dano perfurante.  TEXUGO GIGANTE Besta Média, imparcial Classe de Armadura 10 Pontos de Vida 13 (2d8 + 4) Deslocamento 9 m, escavação 3 m FOR 13 (+1) DES 10 (+0) CON 15 (+2) INT 2 (4) SAB 12 (+1) CAR 5 (3) Sentidos visão no escuro 9 m, Percepção passiva 11 Idiomas ",1/8,25.0," Mordida. Ataque Corpo-a-Corpo com Arma: +5 para atingir, alcance 1,5 m, um alvo. Acerto: 1 de dano perfurante e o alvo deve realizar um teste de resistência de Constituição CD 10, sofrendo 5 (2d4) de dano de veneno se falhar na resistência ou metade desse dano se obtiver sucesso.",6.0
SERPENTE VENENOSA GIGANTE,Besta,Média,imparcial,11,2d8 + 2,14,9.0,10.0,0.0,18.0,4.0,13.0,1.0,2.0,-4.0,10.0,0.0,3.0,-4.0,"Perícias Percepção +2 Sentidos percepção às cegas 3 m, Percepção passiva 12 Idiomas  Nível de Desafio 1/4 (50 XP) AÇÕES Mordida. Ataque Corpo-a-Corpo com Arma: +6 para atingir, alcance 3 m, um alvo. Acerto: 6 (1d4 + 4) de dano perfurante e o alvo deve realizar um teste de resistência de Constituição CD 11, sofrendo 10 (3d6) de dano de veneno se falhar na resistência ou metade desse dano se obtiver sucesso.  TEXUGO Besta Miúda, imparcial Classe de Armadura 10 Pontos de Vida 3 (1d4 + 1) Deslocamento 6 m, escavação 1,5 m FOR 4 (3) DES 11 (+0) CON 12 (+1) INT 2 (4) SAB 12 (+1) CAR 5 (3) Sentidos visão no escuro 9 m, Percepção passiva 11 Idiomas  Nível de Desafio 0 (10 XP) Faro Aguçados. O texugo tem vantagem em testes de Sabedoria (Percepção) relacionados ao olfato.  AÇÕES Mordida. Ataque Corpo-a-Corpo com Arma: +2 para atingir, alcance 1,5 m, um alvo. Acerto: 1 de dano perfurante.  TEXUGO GIGANTE Besta Média, imparcial Classe de Armadura 10 Pontos de Vida 13 (2d8 + 4) Deslocamento 9 m, escavação 3 m FOR 13 (+1) DES 10 (+0) CON 15 (+2) INT 2 (4) SAB 12 (+1) CAR 5 (3) Sentidos visão no escuro 9 m, Percepção passiva 11 Idiomas ",1/4,50.0," Mordida. Ataque Corpo-a-Corpo com Arma: +6 para atingir, alcance 3 m, um alvo. Acerto: 6 (1d4 + 4) de dano perfurante e o alvo deve realizar um teste de resistência de Constituição CD 11, sofrendo 10 (3d6) de dano de veneno se falhar na resistência ou metade desse dano se obtiver sucesso.",6.0
TEXUGO,Besta,Miúda,imparcial,3,1d4 + 1,10,6.0,4.0,-3.0,11.0,0.0,12.0,1.0,2.0,-4.0,12.0,1.0,5.0,-3.0,"Sentidos visão no escuro 9 m, Percepção passiva 11 Idiomas  Nível de Desafio 0 (10 XP) Faro Aguçados. O texugo tem vantagem em testes de Sabedoria (Percepção) relacionados ao olfato.  AÇÕES Mordida. Ataque Corpo-a-Corpo com Arma: +2 para atingir, alcance 1,5 m, um alvo. Acerto: 1 de dano perfurante.  TEXUGO GIGANTE Besta Média, imparcial Classe de Armadura 10 Pontos de Vida 13 (2d8 + 4) Deslocamento 9 m, escavação 3 m FOR 13 (+1) DES 10 (+0) CON 15 (+2) INT 2 (4) SAB 12 (+1) CAR 5 (3) Sentidos visão no escuro 9 m, Percepção passiva 11 Idiomas ",0,10.0," Mordida. Ataque Corpo-a-Corpo com Arma: +2 para atingir, alcance 1,5 m, um alvo. Acerto: 1 de dano perfurante.",4.0
TEXUGO GIGANTE,Besta,Média,imparcial,13,2d8 + 4,10,9.0,13.0,1.0,10.0,0.0,15.0,2.0,2.0,-4.0,12.0,1.0,5.0,-3.0,"Sentidos visão no escuro 9 m, Percepção passiva 11 Idiomas ",1/4,50.0," Ataques Múltiplos. O texugo realiza dois ataques: um com sua mordida e um com suas garras.  Mordida. Ataque Corpo-a-Corpo com Arma: +3 para atingir, alcance 1,5 m, um alvo. Acerto: 4 (1d6 + 1) de dano perfurante.  Garras. Ataque Corpo-a-Corpo com Arma: +3 para atingir, alcance 1,5 m, um alvo. Acerto: 6 (2d4 + 1) de dano cortante.",6.0
TIGRE,Besta,Grande,imparcial,37,5d10 + 10,12,12.0,17.0,3.0,15.0,2.0,14.0,2.0,3.0,-3.0,12.0,1.0,8.0,-1.0,"Perícias Furtividade +6, Percepção +3 Sentidos Percepção passiva 13 Idiomas  Nível de Desafio 1 (200 XP) Bote. Se o tigre se mover, pelo menos, 6 metros em linha reta em direção de um alvo logo antes de atingi-lo com seu ataque de garra, o alvo deve ser bem sucedido num teste de resistência de Força CD 13 para não cair no chão. Se o alvo cair no chão, o tigre poderá realizar uma ação bônus para realizar um ataque de mordida contra ele. Faro Aguçado. O tigre tem vantagem em testes de Sabedoria (Percepção) relacionados ao olfato.  AÇÕES Mordida. Ataque Corpo-a-Corpo com Arma: +5 para atingir, alcance 1,5 m, um alvo. Acerto: 8 (1d10 + 3) de dano perfurante.  Garras. Ataque Corpo-a-Corpo com Arma: +5 para atingir, alcance 1,5 m, um alvo. Acerto: 7 (1d8 + 3) de dano cortante.  TIGRE DENTES-DE-SABRE Besta Grande, imparcial Classe de Armadura 12 Pontos de Vida 57 (7d10 + 14) Deslocamento 12 m FOR 18 (+4) DES 14 (+2) CON 15 (+2) INT 3 (3) SAB 12 (+1) CAR 8 (1) Perícias Furtividade +6, Percepção +3 Sentidos Percepção passiva 13 Idiomas  Nível de Desafio 2 (450 XP) Bote. Se o tigre se mover, pelo menos, 6 metros em linha reta em direção de um alvo logo antes de atingi-lo com seu ataque de garra, o alvo deve ser bem sucedido num teste de resistência de Força CD 14 para não cair no chão. Se o alvo cair no chão, o tigre poderá realizar uma ação bônus para realizar um ataque de mordida contra ele. Faro Aguçado. O tigre tem vantagem em testes de Sabedoria (Percepção) relacionados ao olfato.  AÇÕES Mordida. Ataque Corpo-a-Corpo com Arma: +6 para atingir, alcance 1,5 m, um alvo. Acerto: 10 (1d12 + 4) de dano perfurante.  Garras. Ataque Corpo-a-Corpo com Arma: +6 para atingir, alcance 1,5 m, um alvo. Acerto: 11 (2d6 + 4) de dano cortante.    TUBARÃO CAÇADOR Besta Grande, imparcial Classe de Armadura 12 (armadura natural) Pontos de Vida 45 (6d10 + 12) Deslocamento 0 m, natação 12 m FOR 18 (+3) DES 13 (+1) CON 15 (+2) INT 1 (5) SAB 10 (+0) CAR 4 (3) Perícias Percepção +2 Sentidos percepção às cegas 9 m, Percepção passiva 12 Idiomas  Nível de Desafio 2 (450 XP) Frenesi de Sangue. O tubarão tem vantagem nas jogadas de ataque corpo-a-corpo contra qualquer criatura que não esteja com todos os seus pontos de vida.  Respirar na Água. O tubarão pode respirar apenas em baixo  AÇÕES Mordida. Ataque Corpo-a-Corpo com Arma: +6 para atingir, alcance 1,5 m, um alvo. Acerto: 13 (2d8 + 4) de dano perfurante.  Menor que um tubarão gigante, mas maior e mais feroz que um tubarão dos arrecifes, um tubarão caçador assombra as águas profundas. Ele geralmente caça sozinho, mas diversos tubarões caçadores podem se alimentar na mesma área. Um tubarão caçador totalmente crescido tem entre 4,5 e 6 metros de comprimento.  TUBARÃO DOS ARRECIFES Besta Média, imparcial Classe de Armadura 12 (armadura natural) Pontos de Vida 22 (4d8 + 4) Deslocamento 0 m, natação 12 m FOR 14 (+2) DES 13 (+1) CON 13 (+1) INT 1 (5) SAB 10 (+0) CAR 4 (3) Perícias Percepção +2 Sentidos percepção às cegas 9 m, Percepção passiva 12 Idiomas ",1,200.0," Mordida. Ataque Corpo-a-Corpo com Arma: +5 para atingir, alcance 1,5 m, um alvo. Acerto: 8 (1d10 + 3) de dano perfurante.  Garras. Ataque Corpo-a-Corpo com Arma: +5 para atingir, alcance 1,5 m, um alvo. Acerto: 7 (1d8 + 3) de dano cortante.",8.0
TIGRE DENTES-DE-SABRE,Besta,Grande,imparcial,57,7d10 + 14,12,12.0,18.0,4.0,14.0,2.0,15.0,2.0,3.0,-3.0,12.0,1.0,8.0,-1.0,"Perícias Furtividade +6, Percepção +3 Sentidos Percepção passiva 13 Idiomas  Nível de Desafio 2 (450 XP) Bote. Se o tigre se mover, pelo menos, 6 metros em linha reta em direção de um alvo logo antes de atingi-lo com seu ataque de garra, o alvo deve ser bem sucedido num teste de resistência de Força CD 14 para não cair no chão. Se o alvo cair no chão, o tigre poderá realizar uma ação bônus para realizar um ataque de mordida contra ele. Faro Aguçado. O tigre tem vantagem em testes de Sabedoria (Percepção) relacionados ao olfato.  AÇÕES Mordida. Ataque Corpo-a-Corpo com Arma: +6 para atingir, alcance 1,5 m, um alvo. Acerto: 10 (1d12 + 4) de dano perfurante.  Garras. Ataque Corpo-a-Corpo com Arma: +6 para atingir, alcance 1,5 m, um alvo. Acerto: 11 (2d6 + 4) de dano cortante.    TUBARÃO CAÇADOR Besta Grande, imparcial Classe de Armadura 12 (armadura natural) Pontos de Vida 45 (6d10 + 12) Deslocamento 0 m, natação 12 m FOR 18 (+3) DES 13 (+1) CON 15 (+2) INT 1 (5) SAB 10 (+0) CAR 4 (3) Perícias Percepção +2 Sentidos percepção às cegas 9 m, Percepção passiva 12 Idiomas  Nível de Desafio 2 (450 XP) Frenesi de Sangue. O tubarão tem vantagem nas jogadas de ataque corpo-a-corpo contra qualquer criatura que não esteja com todos os seus pontos de vida.  Respirar na Água. O tubarão pode respirar apenas em baixo  AÇÕES Mordida. Ataque Corpo-a-Corpo com Arma: +6 para atingir, alcance 1,5 m, um alvo. Acerto: 13 (2d8 + 4) de dano perfurante.  Menor que um tubarão gigante, mas maior e mais feroz que um tubarão dos arrecifes, um tubarão caçador assombra as águas profundas. Ele geralmente caça sozinho, mas diversos tubarões caçadores podem se alimentar na mesma área. Um tubarão caçador totalmente crescido tem entre 4,5 e 6 metros de comprimento.  TUBARÃO DOS ARRECIFES Besta Média, imparcial Classe de Armadura 12 (armadura natural) Pontos de Vida 22 (4d8 + 4) Deslocamento 0 m, natação 12 m FOR 14 (+2) DES 13 (+1) CON 13 (+1) INT 1 (5) SAB 10 (+0) CAR 4 (3) Perícias Percepção +2 Sentidos percepção às cegas 9 m, Percepção passiva 12 Idiomas ",2,450.0," Mordida. Ataque Corpo-a-Corpo com Arma: +6 para atingir, alcance 1,5 m, um alvo. Acerto: 10 (1d12 + 4) de dano perfurante.  Garras. Ataque Corpo-a-Corpo com Arma: +6 para atingir, alcance 1,5 m, um alvo. Acerto: 11 (2d6 + 4) de dano cortante.",11.0
TUBARÃO CAÇADOR,Besta,Grande,imparcial,45,6d10 + 12,12,0.0,18.0,3.0,13.0,1.0,15.0,2.0,1.0,-5.0,10.0,0.0,4.0,-3.0,"Perícias Percepção +2 Sentidos percepção às cegas 9 m, Percepção passiva 12 Idiomas  Nível de Desafio 2 (450 XP) Frenesi de Sangue. O tubarão tem vantagem nas jogadas de ataque corpo-a-corpo contra qualquer criatura que não esteja com todos os seus pontos de vida.  Respirar na Água. O tubarão pode respirar apenas em baixo  AÇÕES Mordida. Ataque Corpo-a-Corpo com Arma: +6 para atingir, alcance 1,5 m, um alvo. Acerto: 13 (2d8 + 4) de dano perfurante.  Menor que um tubarão gigante, mas maior e mais feroz que um tubarão dos arrecifes, um tubarão caçador assombra as águas profundas. Ele geralmente caça sozinho, mas diversos tubarões caçadores podem se alimentar na mesma área. Um tubarão caçador totalmente crescido tem entre 4,5 e 6 metros de comprimento.  TUBARÃO DOS ARRECIFES Besta Média, imparcial Classe de Armadura 12 (armadura natural) Pontos de Vida 22 (4d8 + 4) Deslocamento 0 m, natação 12 m FOR 14 (+2) DES 13 (+1) CON 13 (+1) INT 1 (5) SAB 10 (+0) CAR 4 (3) Perícias Percepção +2 Sentidos percepção às cegas 9 m, Percepção passiva 12 Idiomas ",2,450.0," Mordida. Ataque Corpo-a-Corpo com Arma: +6 para atingir, alcance 1,5 m, um alvo. Acerto: 13 (2d8 + 4) de dano perfurante.",13.0
TUBARÃO DOS ARRECIFES,Besta,Média,imparcial,22,4d8 + 4,12,0.0,14.0,2.0,13.0,1.0,13.0,1.0,1.0,-5.0,10.0,0.0,4.0,-3.0,"Perícias Percepção +2 Sentidos percepção às cegas 9 m, Percepção passiva 12 Idiomas ",1/2,100.0," Mordida. Ataque Corpo-a-Corpo com Arma: +4 para atingir, alcance 1,5 m, um alvo. Acerto: 6 (1d8 + 2) de dano perfurante.",6.0
TUBARÃO GIGANTE,Besta,Enorme,imparcial,126,11d12 + 55,13,0.0,23.0,6.0,11.0,0.0,21.0,5.0,1.0,-5.0,10.0,0.0,5.0,-3.0,"Perícias Percepção +3 Sentidos percepção às cegas 18 m, Percepção passiva 13 Idiomas  Nível de Desafio 5 (1.800 XP) Frenesi de Sangue. O tubarão tem vantagem nas jogadas de ataque corpo-a-corpo contra qualquer criatura que não esteja com todos os seus pontos de vida.  Respirar na Água. O tubarão pode respirar apenas em baixo  AÇÕES Mordida. Ataque Corpo-a-Corpo com Arma: +9 para atingir, alcance 1,5 m, um alvo. Acerto: 22 (3d10 + 6) de dano perfurante.  Um tubarão gigante tem 9 metros de comprimento e, normalmente é encontrado em oceanos profundos. Absolutamente destemido, ele caça qualquer coisa que cruze seu caminho, incluindo baleias e navios.  URSO MARROM Besta Grande, imparcial Classe de Armadura 11 (armadura natural) Pontos de Vida 34 (4d10 + 12) Deslocamento 12 m, escalada 9 m FOR 19 (+4) DES 10 (+0) CON 16 (+3) INT 2 (4) SAB 13 (+1) CAR 7 (2) Perícias Percepção +3 Sentidos Percepção passiva 13 Idiomas  Nível de Desafio 1 (200 XP) Faro Aguçado. O urso tem vantagem em testes de Sabedoria (Percepção) relacionados ao olfato.  AÇÕES Ataques Múltiplos. O urso realiza dois ataques: um com sua mordida e um com suas garras. Mordida. Ataque Corpo-a-Corpo com Arma: +5 para atingir, alcance 1,5 m, um alvo. Acerto: 8 (1d8 + 4) de dano perfurante. Garras. Ataque Corpo-a-Corpo com Arma: +5 para atingir, alcance 1,5 m, um alvo. Acerto: 11 (2d6 + 4) de dano cortante.     URSO NEGRO Besta Média, imparcial Classe de Armadura 11 (armadura natural) Pontos de Vida 19 (3d8 + 6) Deslocamento 12 m, escalada 9 m FOR 15 (+2) DES 10 (+0) CON 14 (+2) INT 2 (4) SAB 12 (+1) CAR 7 (2) Perícias Percepção +3 Sentidos Percepção passiva 13 Idiomas  Nível de Desafio 1/2 (100 XP) Faro Aguçado. O urso tem vantagem em testes de Sabedoria (Percepção) relacionados ao olfato.  AÇÕES Ataques Múltiplos. O urso realiza dois ataques: um com sua mordida e um com suas garras.  Mordida. Ataque Corpo-a-Corpo com Arma: +3 para atingir, alcance 1,5 m, um alvo. Acerto: 5 (1d6 + 2) de dano perfurante.  Garras. Ataque Corpo-a-Corpo com Arma: +3 para atingir, alcance 1,5 m, um alvo. Acerto: 7 (2d4 + 2) de dano cortante.  URSO POLAR Besta Grande, imparcial Classe de Armadura 12 (armadura natural) Pontos de Vida 42 (5d10 + 15) Deslocamento 12 m, natação 9 m FOR 20 (+5) DES 10 (+0) CON 16 (+3) INT 2 (4) SAB 13 (+1) CAR 7 (2) Perícias Percepção +3 Sentidos Percepção passiva 13 Idiomas ",5,1800.0," Mordida. Ataque Corpo-a-Corpo com Arma: +9 para atingir, alcance 1,5 m, um alvo. Acerto: 22 (3d10 + 6) de dano perfurante.",22.0
URSO DAS CAVERNAS,Besta,Enorme,imparcial,126,11d12 + 55,13,0.0,23.0,6.0,11.0,0.0,21.0,5.0,1.0,-5.0,10.0,0.0,5.0,-3.0,"Perícias Percepção +3 Sentidos percepção às cegas 18 m, Percepção passiva 13 Idiomas  Nível de Desafio 5 (1.800 XP) Frenesi de Sangue. O tubarão tem vantagem nas jogadas de ataque corpo-a-corpo contra qualquer criatura que não esteja com todos os seus pontos de vida.  Respirar na Água. O tubarão pode respirar apenas em baixo  AÇÕES Mordida. Ataque Corpo-a-Corpo com Arma: +9 para atingir, alcance 1,5 m, um alvo. Acerto: 22 (3d10 + 6) de dano perfurante.  Um tubarão gigante tem 9 metros de comprimento e, normalmente é encontrado em oceanos profundos. Absolutamente destemido, ele caça qualquer coisa que cruze seu caminho, incluindo baleias e navios.  URSO MARROM Besta Grande, imparcial Classe de Armadura 11 (armadura natural) Pontos de Vida 34 (4d10 + 12) Deslocamento 12 m, escalada 9 m FOR 19 (+4) DES 10 (+0) CON 16 (+3) INT 2 (4) SAB 13 (+1) CAR 7 (2) Perícias Percepção +3 Sentidos Percepção passiva 13 Idiomas  Nível de Desafio 1 (200 XP) Faro Aguçado. O urso tem vantagem em testes de Sabedoria (Percepção) relacionados ao olfato.  AÇÕES Ataques Múltiplos. O urso realiza dois ataques: um com sua mordida e um com suas garras. Mordida. Ataque Corpo-a-Corpo com Arma: +5 para atingir, alcance 1,5 m, um alvo. Acerto: 8 (1d8 + 4) de dano perfurante. Garras. Ataque Corpo-a-Corpo com Arma: +5 para atingir, alcance 1,5 m, um alvo. Acerto: 11 (2d6 + 4) de dano cortante.     URSO NEGRO Besta Média, imparcial Classe de Armadura 11 (armadura natural) Pontos de Vida 19 (3d8 + 6) Deslocamento 12 m, escalada 9 m FOR 15 (+2) DES 10 (+0) CON 14 (+2) INT 2 (4) SAB 12 (+1) CAR 7 (2) Perícias Percepção +3 Sentidos Percepção passiva 13 Idiomas  Nível de Desafio 1/2 (100 XP) Faro Aguçado. O urso tem vantagem em testes de Sabedoria (Percepção) relacionados ao olfato.  AÇÕES Ataques Múltiplos. O urso realiza dois ataques: um com sua mordida e um com suas garras.  Mordida. Ataque Corpo-a-Corpo com Arma: +3 para atingir, alcance 1,5 m, um alvo. Acerto: 5 (1d6 + 2) de dano perfurante.  Garras. Ataque Corpo-a-Corpo com Arma: +3 para atingir, alcance 1,5 m, um alvo. Acerto: 7 (2d4 + 2) de dano cortante.  URSO POLAR Besta Grande, imparcial Classe de Armadura 12 (armadura natural) Pontos de Vida 42 (5d10 + 15) Deslocamento 12 m, natação 9 m FOR 20 (+5) DES 10 (+0) CON 16 (+3) INT 2 (4) SAB 13 (+1) CAR 7 (2) Perícias Percepção +3 Sentidos Percepção passiva 13 Idiomas ",5,1800.0," Mordida. Ataque Corpo-a-Corpo com Arma: +9 para atingir, alcance 1,5 m, um alvo. Acerto: 22 (3d10 + 6) de dano perfurante.",22.0
