Nome,Tipo,Tamanho,Tendência,PV_médio,PV_dados,CA,Deslocamento,Força,mod_força,Destreza,mod_destreza,Constituição,mod_constituição,Inteligência,mod_inteligência,Sabedoria,mod_sabedoria,Carisma,mod_carisma,Infos,Nível_desafio,XP,Ações,Dano_médio
COBRA CONSTRITORA GIGANTE,Besta,Enorme,imparcial Classe de Armadura 12 Pontos de Vida 60,60,8d12 + 8,12,9 m,19,+4,14,+2,12,+1,1,5,10,+0,3,4,"Perícias Percepção +2 Sentidos percepção às cegas 3 m, Percepção passiva 12 Idiomas  Nível de Desafio 2 (450 XP) AÇÕES Mordida. Ataque Corpo-a-Corpo com Arma: +6 para atingir, alcance 3 m, uma criatura. Acerto: 11 (2d6 + 4) de dano perfurante. Constrição. Ataque Corpo-a-Corpo com Arma: +6 para atingir, alcance 1,5 m, uma criatura. Acerto: 13 (2d8 + 4) de dano de concussão e o alvo está agarrado (CD 16 para escapar). Até o agarrão terminar, a criatura estará impedida e a cobra não poderá constringir outro alvo.  COBRA VOADORA Besta miúda, imparcial Classe de Armadura 14 Pontos de Vida 5 (2d4) Deslocamento 9 m, natação 9 m, voo 18 m FOR 4 (3) DES 18 (+4) CON 11 (+0) INT 2 (4) SAB 12 (+1) CAR 5 (3) Sentidos percepção às cegas 3 m, Percepção passiva 11 Idiomas  Nível de Desafio 1/8 (25 XP) AÇÕES Mordida. Ataque Corpo-a-Corpo com Arma: +6 para atingir, alcance 1,5 m, uma criatura. Acerto: 1 de dano perfurante mais 7 (3d4) de dano de veneno.  Uma cobra voadora é uma serpente alada de cores vivas, encontrada em selvas remotas. Povos de tribo e cultistas, às vezes, domesticam cobras voadoras para servir de mensageiros que entregam pergaminhos enrolados em seus corpos.  CORUJA Besta Miúda, imparcial Classe de Armadura 11 Pontos de Vida 1 (1d4  1) Deslocamento 1,5 m, voo 18 m FOR 3 (4) DES 13 (+1) CON 8 (1) INT 2 (4) SAB 14 (+2) CAR 7 (2) Perícias Furtividade +3, Percepção +4 Sentidos visão no escuro 36 m, Percepção passiva 14 Idiomas ",2,450," Mordida. Ataque Corpo-a-Corpo com Arma: +6 para atingir, alcance 3 m, uma criatura. Acerto: 11 (2d6 + 4) de dano perfurante.",20
COBRA VOADORA,Besta,Miúda,voo 18 m FOR 3,5,2d4,14,9 m,4,3,18,+4,11,+0,2,4,12,+1,5,3,"Sentidos percepção às cegas 3 m, Percepção passiva 11 Idiomas  Nível de Desafio 1/8 (25 XP) AÇÕES Mordida. Ataque Corpo-a-Corpo com Arma: +6 para atingir, alcance 1,5 m, uma criatura. Acerto: 1 de dano perfurante mais 7 (3d4) de dano de veneno.  Uma cobra voadora é uma serpente alada de cores vivas, encontrada em selvas remotas. Povos de tribo e cultistas, às vezes, domesticam cobras voadoras para servir de mensageiros que entregam pergaminhos enrolados em seus corpos.  CORUJA Besta Miúda, imparcial Classe de Armadura 11 Pontos de Vida 1 (1d4  1) Deslocamento 1,5 m, voo 18 m FOR 3 (4) DES 13 (+1) CON 8 (1) INT 2 (4) SAB 14 (+2) CAR 7 (2) Perícias Furtividade +3, Percepção +4 Sentidos visão no escuro 36 m, Percepção passiva 14 Idiomas ",1/8,25," Mordida. Ataque Corpo-a-Corpo com Arma: +6 para atingir, alcance 1,5 m, uma criatura. Acerto: 1 de dano perfurante mais 7 (3d4) de dano de veneno.",8
CORUJA,Besta,Miúda,voo 18 m FOR 3,1,1d4  1,11,"1,5 m",3,4,13,+1,8,1,2,4,14,+2,7,2,"Perícias Furtividade +3, Percepção +4 Sentidos visão no escuro 36 m, Percepção passiva 14 Idiomas ",0,10," Garras. Ataque Corpo-a-Corpo com Arma: +3 para atingir, alcance 1,5 m, um alvo. Acerto: 1 de dano cortante.",1
CORUJA GIGANTE,Besta,Grande,imparcial Classe de Armadura 12 Pontos de Vida 19,19,3d10 + 3,12,"1,5 m",13,+1,15,+2,12,+1,8,1,14,+2,10,+0,"Perícias Furtividade +4, Percepção +6 Sentidos visão no escuro 36 m, Percepção passiva 16 Idiomas Coruja Gigante, compreende Comum, Élfico e Silvestre, mas não pode falar Nível de Desafio 1/4 (50 XP) Sobrevoo. A coruja não provoca ataques de oportunidade quando voa para fora do alcance de um inimigo. Visão e Audição Aguçadas. A coruja tem vantagem em testes de Sabedoria (Percepção) relacionados à visão e à audição.  AÇÕES Garras. Ataque Corpo-a-Corpo com Arma: +3 para atingir, alcance 1,5 m, um alvo. Acerto: 8 (2d6 + 1) de dano cortante.  As corujas gigantes frequentemente fazem amizades com fadas e outras criaturas silvestres, e são guardiãs dos reinos florestais.  CORVO Besta Miúda, imparcial Classe de Armadura 12 Pontos de Vida 1 (1d4  1) Deslocamento 3 m, voo 15 m FOR 2 (4) DES 14 (+2) CON 8 (1) INT 2 (4) SAB 12 (+1) CAR 6 (2) Perícias Percepção +3 Sentidos Percepção passiva 13 Idiomas  Nível de Desafio 0 (10 XP) Mímica. O corvo é capaz de imitar sons simples que ele ouve, como pessoas cochichando, um bebê chorando ou um animal rangendo. Uma criatura que ouvir os sons pode perceber que são imitações se for bem sucedida num teste de Sabedoria (Intuição) CD 10. AÇÕES Bicada. Ataque Corpo-a-Corpo com Arma: +4 para atingir, alcance 1,5 m, um alvo. Acerto: 1 de dano perfurante.  CROCODILO Besta Grande, imparcial Classe de Armadura 12 (armadura natural) Pontos de Vida 19 (3d10 + 3) Deslocamento 6 m, natação 9 m FOR 15 (+2) DES 10 (+0) CON 13 (+1) INT 2 (4) SAB 10 (+0) CAR 5 (3) Perícias Furtividade +2 Sentidos Percepção passiva 10 Idiomas  Nível de Desafio 1/2 (100 XP) Prender a Respiração. O crocodilo consegue prender sua respiração por 15 minutos. AÇÕES  Mordida. Ataque Corpo-a-Corpo com Arma: +4 para atingir, alcance 1,5 m, um alvo. Acerto: 7 (1d10 + 2) de dano perfurante e o alvo está agarrado (CD 12 para escapar). Até o agarrão terminar, a criatura estará impedida e o crocodilo não poderá morder outro alvo.  CROCODILO GIGANTE Besta Enorme, imparcial Classe de Armadura 14 (armadura natural) Pontos de Vida 85 (9d12 + 27) Deslocamento 9 m, natação 15 m FOR 21 (+5) DES 9 (1) CON 17 (+3) INT 2 (4) SAB 10 (+0) CAR 7 (2) Perícias Furtividade +5 Sentidos Percepção passiva 10 Idiomas  Nível de Desafio 5 (1.800 XP) Prender a Respiração. O crocodilo consegue prender sua respiração por 30 minutos. AÇÕES Ataques Múltiplos. O crocodilo realiza dois ataques: um com sua mordida e um com sua cauda.  Mordida. Ataque Corpo-a-Corpo com Arma: +8 para atingir, alcance 1,5 m, um alvo. Acerto: 21 (3d10 + 5) de dano perfurante e o alvo está agarrado (CD 16 para escapar). Até o agarrão terminar, a criatura estará impedida e o crocodilo não poderá morder outro alvo.  Cauda. Ataque Corpo-a-Corpo com Arma: +8 para atingir, alcance 3 m, um alvo. Acerto: 14 (2d8 + 5) de dano de concussão. Se o alvo for uma criatura, ele deve ser bem sucedido num teste de resistência de Força CD 16 ou cairá no chão.  ELEFANTE Besta Enorme, imparcial Classe de Armadura 12 (armadura natural) Pontos de Vida 76 (8d12 + 24) Deslocamento 12 m FOR 22 (+6) DES 9 (1) CON 17 (+3) INT 3 (4) SAB 11 (+1) CAR 6 (2) Sentidos Percepção passiva 10 Idiomas ",1/4,50," Garras. Ataque Corpo-a-Corpo com Arma: +3 para atingir, alcance 1,5 m, um alvo. Acerto: 8 (2d6 + 1) de dano cortante.",8
CORVO,Besta,Miúda,voo 15 m FOR 2,1,1d4  1,12,3 m,2,4,14,+2,8,1,2,4,12,+1,6,2,"Perícias Percepção +3 Sentidos Percepção passiva 13 Idiomas  Nível de Desafio 0 (10 XP) Mímica. O corvo é capaz de imitar sons simples que ele ouve, como pessoas cochichando, um bebê chorando ou um animal rangendo. Uma criatura que ouvir os sons pode perceber que são imitações se for bem sucedida num teste de Sabedoria (Intuição) CD 10. AÇÕES Bicada. Ataque Corpo-a-Corpo com Arma: +4 para atingir, alcance 1,5 m, um alvo. Acerto: 1 de dano perfurante.  CROCODILO Besta Grande, imparcial Classe de Armadura 12 (armadura natural) Pontos de Vida 19 (3d10 + 3) Deslocamento 6 m, natação 9 m FOR 15 (+2) DES 10 (+0) CON 13 (+1) INT 2 (4) SAB 10 (+0) CAR 5 (3) Perícias Furtividade +2 Sentidos Percepção passiva 10 Idiomas  Nível de Desafio 1/2 (100 XP) Prender a Respiração. O crocodilo consegue prender sua respiração por 15 minutos. AÇÕES  Mordida. Ataque Corpo-a-Corpo com Arma: +4 para atingir, alcance 1,5 m, um alvo. Acerto: 7 (1d10 + 2) de dano perfurante e o alvo está agarrado (CD 12 para escapar). Até o agarrão terminar, a criatura estará impedida e o crocodilo não poderá morder outro alvo.  CROCODILO GIGANTE Besta Enorme, imparcial Classe de Armadura 14 (armadura natural) Pontos de Vida 85 (9d12 + 27) Deslocamento 9 m, natação 15 m FOR 21 (+5) DES 9 (1) CON 17 (+3) INT 2 (4) SAB 10 (+0) CAR 7 (2) Perícias Furtividade +5 Sentidos Percepção passiva 10 Idiomas  Nível de Desafio 5 (1.800 XP) Prender a Respiração. O crocodilo consegue prender sua respiração por 30 minutos. AÇÕES Ataques Múltiplos. O crocodilo realiza dois ataques: um com sua mordida e um com sua cauda.  Mordida. Ataque Corpo-a-Corpo com Arma: +8 para atingir, alcance 1,5 m, um alvo. Acerto: 21 (3d10 + 5) de dano perfurante e o alvo está agarrado (CD 16 para escapar). Até o agarrão terminar, a criatura estará impedida e o crocodilo não poderá morder outro alvo.  Cauda. Ataque Corpo-a-Corpo com Arma: +8 para atingir, alcance 3 m, um alvo. Acerto: 14 (2d8 + 5) de dano de concussão. Se o alvo for uma criatura, ele deve ser bem sucedido num teste de resistência de Força CD 16 ou cairá no chão.  ELEFANTE Besta Enorme, imparcial Classe de Armadura 12 (armadura natural) Pontos de Vida 76 (8d12 + 24) Deslocamento 12 m FOR 22 (+6) DES 9 (1) CON 17 (+3) INT 3 (4) SAB 11 (+1) CAR 6 (2) Sentidos Percepção passiva 10 Idiomas ",0,10," Bicada. Ataque Corpo-a-Corpo com Arma: +4 para atingir, alcance 1,5 m, um alvo. Acerto: 1 de dano perfurante.",7
CROCODILO,Besta,Grande,imparcial Classe de Armadura 12,19,3d10 + 3,12,6 m,15,+2,10,+0,13,+1,2,4,10,+0,5,3,"Perícias Furtividade +2 Sentidos Percepção passiva 10 Idiomas  Nível de Desafio 1/2 (100 XP) Prender a Respiração. O crocodilo consegue prender sua respiração por 15 minutos. AÇÕES  Mordida. Ataque Corpo-a-Corpo com Arma: +4 para atingir, alcance 1,5 m, um alvo. Acerto: 7 (1d10 + 2) de dano perfurante e o alvo está agarrado (CD 12 para escapar). Até o agarrão terminar, a criatura estará impedida e o crocodilo não poderá morder outro alvo.  CROCODILO GIGANTE Besta Enorme, imparcial Classe de Armadura 14 (armadura natural) Pontos de Vida 85 (9d12 + 27) Deslocamento 9 m, natação 15 m FOR 21 (+5) DES 9 (1) CON 17 (+3) INT 2 (4) SAB 10 (+0) CAR 7 (2) Perícias Furtividade +5 Sentidos Percepção passiva 10 Idiomas  Nível de Desafio 5 (1.800 XP) Prender a Respiração. O crocodilo consegue prender sua respiração por 30 minutos. AÇÕES Ataques Múltiplos. O crocodilo realiza dois ataques: um com sua mordida e um com sua cauda.  Mordida. Ataque Corpo-a-Corpo com Arma: +8 para atingir, alcance 1,5 m, um alvo. Acerto: 21 (3d10 + 5) de dano perfurante e o alvo está agarrado (CD 16 para escapar). Até o agarrão terminar, a criatura estará impedida e o crocodilo não poderá morder outro alvo.  Cauda. Ataque Corpo-a-Corpo com Arma: +8 para atingir, alcance 3 m, um alvo. Acerto: 14 (2d8 + 5) de dano de concussão. Se o alvo for uma criatura, ele deve ser bem sucedido num teste de resistência de Força CD 16 ou cairá no chão.  ELEFANTE Besta Enorme, imparcial Classe de Armadura 12 (armadura natural) Pontos de Vida 76 (8d12 + 24) Deslocamento 12 m FOR 22 (+6) DES 9 (1) CON 17 (+3) INT 3 (4) SAB 11 (+1) CAR 6 (2) Sentidos Percepção passiva 10 Idiomas ",1/2,100," Ataques Múltiplos. O crocodilo realiza dois ataques: um com sua mordida e um com sua cauda.  Mordida. Ataque Corpo-a-Corpo com Arma: +8 para atingir, alcance 1,5 m, um alvo. Acerto: 21 (3d10 + 5) de dano perfurante e o alvo está agarrado (CD 16 para escapar). Até o agarrão terminar, a criatura estará impedida e o crocodilo não poderá morder outro alvo.  Cauda. Ataque Corpo-a-Corpo com Arma: +8 para atingir, alcance 3 m, um alvo. Acerto: 14 (2d8 + 5) de dano de concussão.",21
CROCODILO GIGANTE,Besta,Enorme,imparcial Classe de Armadura 14,85,9d12 + 27,14,9 m,21,+5,9,1,17,+3,2,4,10,+0,7,2,"Perícias Furtividade +5 Sentidos Percepção passiva 10 Idiomas  Nível de Desafio 5 (1.800 XP) Prender a Respiração. O crocodilo consegue prender sua respiração por 30 minutos. AÇÕES Ataques Múltiplos. O crocodilo realiza dois ataques: um com sua mordida e um com sua cauda.  Mordida. Ataque Corpo-a-Corpo com Arma: +8 para atingir, alcance 1,5 m, um alvo. Acerto: 21 (3d10 + 5) de dano perfurante e o alvo está agarrado (CD 16 para escapar). Até o agarrão terminar, a criatura estará impedida e o crocodilo não poderá morder outro alvo.  Cauda. Ataque Corpo-a-Corpo com Arma: +8 para atingir, alcance 3 m, um alvo. Acerto: 14 (2d8 + 5) de dano de concussão. Se o alvo for uma criatura, ele deve ser bem sucedido num teste de resistência de Força CD 16 ou cairá no chão.  ELEFANTE Besta Enorme, imparcial Classe de Armadura 12 (armadura natural) Pontos de Vida 76 (8d12 + 24) Deslocamento 12 m FOR 22 (+6) DES 9 (1) CON 17 (+3) INT 3 (4) SAB 11 (+1) CAR 6 (2) Sentidos Percepção passiva 10 Idiomas ",5,1.800," Ataques Múltiplos. O crocodilo realiza dois ataques: um com sua mordida e um com sua cauda.  Mordida. Ataque Corpo-a-Corpo com Arma: +8 para atingir, alcance 1,5 m, um alvo. Acerto: 21 (3d10 + 5) de dano perfurante e o alvo está agarrado (CD 16 para escapar). Até o agarrão terminar, a criatura estará impedida e o crocodilo não poderá morder outro alvo.  Cauda. Ataque Corpo-a-Corpo com Arma: +8 para atingir, alcance 3 m, um alvo. Acerto: 14 (2d8 + 5) de dano de concussão.",21
ELEFANTE,Besta,Enorme,imparcial Classe de Armadura 12,76,8d12 + 24,12,12 m,22,+6,9,1,17,+3,3,4,11,+1,6,2,Sentidos Percepção passiva 10 Idiomas ,4,1.100,,
ENXAME DE CORVOS,Enxame,Médio,voo 15 m FOR 6,24,7d8  1,12,3 m,6,2,14,+2,8,1,3,4,12,+1,6,2,"Perícias Percepção +5 Resistência a Dano concussão, cortante, perfurante Imunidade a Condição amedrontado, atordoado, caído, enfeitiçado, impedido, paralisado, petrificado Sentidos Percepção passiva 15 Idiomas  Nível de Desafio 1/4 (50 XP) Enxame. O enxame pode ocupar o espaço de outra criatura e vice-versa, e o enxame pode se mover através de qualquer abertura grande o suficiente para um corvo Miúdo. O enxame não pode recuperar pontos de vida ou ganhar pontos de vida temporários. AÇÕES Bicadas. Ataque Corpo-a-Corpo com Arma: +4 para atingir, alcance 0 m, um alvo no espaço do enxame. Acerto: 7 (2d6) de dano perfurante, ou 3 (1d6) de dano perfurante se o enxame estiver com metade de seus pontos de vida ou menos.  A NATUREZA DOS ENXAMES  Os enxames apresentados aqui não são conjuntos ordinários ou benignos de pequenas criaturas. Eles se formam como resultado de alguma influência sinistra ou insalubre. Um vampiro pode invocar um enxame de morcegos e ratos dos cantos mais escuros da noite, enquanto a simples presença de um senhor das múmias pode fazer com que escaravelhos emerjam das profundezas arenosas da sua tumba. Uma bruxa poderia ter o poder de enviar enxames de corvos contra seus inimigos, enquanto que um yuan-ti abominação poderia ter enxames de cobras venenosas deslizando em seu rastro. Até mesmo druidas podem enfeitiçar esses enxames e a agressividade deles é praticamente antinatural.   ENXAME DE INSETOS Enxame Médio de bestas Miúdas, imparcial Classe de Armadura 12 (armadura natural) Pontos de Vida 22 (5d8) Deslocamento 6 m, escalada 6 m FOR 3 (4) DES 13 (+1) CON 10 (+0) INT 1 (5) SAB 7 (2) CAR 1 (5) Resistência a Dano concussão, cortante, perfurante Imunidade a Condição amedrontado, atordoado, caído, enfeitiçado, impedido, paralisado, petrificado Sentidos percepção às cegas 3 m, Percepção passiva 8 Idiomas  Nível de Desafio 1/2 (100 XP) Enxame. O enxame pode ocupar o espaço de outra criatura e vice-versa, e o enxame pode se mover através de qualquer abertura grande o suficiente para um inseto Miúdo. O enxame não pode recuperar pontos de vida ou ganhar pontos de vida temporários. AÇÕES Mordidas. Ataque Corpo-a-Corpo com Arma: +3 para atingir, alcance 0 m, um alvo no espaço do enxame. Acerto: 10 (4d4) de dano perfurante, ou 5 (2d4) de dano perfurante se o enxame estiver com metade de seus pontos de vida ou menos.  VARIAÇÃO: ENXAME DE INSETOS  Diferentes tipos de insetos podem se juntar em enxames e cada enxame possui as características especiais descritas abaixo. Enxame de Aranhas. Um enxame de aranhas possui os seguintes traços adicionais. Andar na Teia. O enxame ignora restrições de movimento causadas por estar numa teia. Escalada Aracnídea. O enxame pode escalar superfícies difíceis, incluindo tetos de cabeça para baixo, sem precisar realizar um teste de habilidade. Sentido na Teia. Quando em contato com uma teia, o enxame sabe a localização exata de qualquer outra criatura em contato com a mesma teia. Enxame de Besouros. Um enxame de besouros ganha deslocamento de escavação de 1,5 metro. Enxame de Centopeias. Uma criatura reduzida a 0 pontos de vida por um enxame de centopeias fica estável, mas envenenado por 1 hora, mesmo depois de recuperar pontos de vida, e paralisado enquanto estiver envenenado dessa forma. Enxame de Vespas. Um enxame de vespas tem deslocamento de caminhada de 1,5 metro, deslocamento de voo de 9 m e nenhum deslocamento de escalada.   ENXAME DE MORCEGOS Enxame Médio de bestas Miúdas, imparcial Classe de Armadura 12 Pontos de Vida 22 (5d8) Deslocamento 0 m, voo 9 m FOR 5 (3) DES 15 (+2) CON 10 (+0) INT 2 (4) SAB 12 (+1) CAR 4 (3) Resistência a Dano concussão, cortante, perfurante Imunidade a Condição amedrontado, atordoado, caído, enfeitiçado, impedido, paralisado, petrificado Sentidos percepção às cegas 18 m, Percepção passiva 11 Idiomas ",1/4,50," Presas. Ataque Corpo-a-Corpo com Arma: +8 para atingir, alcance 1,5 m, um alvo. Acerto: 19 (3d8 + 6) de dano perfurante.  Pisotear. Ataque Corpo-a-Corpo com Arma: +8 para atingir, alcance 1,5 m, uma criatura caída. Acerto: 22 (3d10 + 6) de dano de concussão.",22
ENXAME DE INSETOS,Enxame,Médio,voo 15 m FOR 6,24,7d8  1,12,3 m,6,2,14,+2,8,1,3,4,12,+1,6,2,"Perícias Percepção +5 Resistência a Dano concussão, cortante, perfurante Imunidade a Condição amedrontado, atordoado, caído, enfeitiçado, impedido, paralisado, petrificado Sentidos Percepção passiva 15 Idiomas  Nível de Desafio 1/4 (50 XP) Enxame. O enxame pode ocupar o espaço de outra criatura e vice-versa, e o enxame pode se mover através de qualquer abertura grande o suficiente para um corvo Miúdo. O enxame não pode recuperar pontos de vida ou ganhar pontos de vida temporários. AÇÕES Bicadas. Ataque Corpo-a-Corpo com Arma: +4 para atingir, alcance 0 m, um alvo no espaço do enxame. Acerto: 7 (2d6) de dano perfurante, ou 3 (1d6) de dano perfurante se o enxame estiver com metade de seus pontos de vida ou menos.  A NATUREZA DOS ENXAMES  Os enxames apresentados aqui não são conjuntos ordinários ou benignos de pequenas criaturas. Eles se formam como resultado de alguma influência sinistra ou insalubre. Um vampiro pode invocar um enxame de morcegos e ratos dos cantos mais escuros da noite, enquanto a simples presença de um senhor das múmias pode fazer com que escaravelhos emerjam das profundezas arenosas da sua tumba. Uma bruxa poderia ter o poder de enviar enxames de corvos contra seus inimigos, enquanto que um yuan-ti abominação poderia ter enxames de cobras venenosas deslizando em seu rastro. Até mesmo druidas podem enfeitiçar esses enxames e a agressividade deles é praticamente antinatural.   ENXAME DE INSETOS Enxame Médio de bestas Miúdas, imparcial Classe de Armadura 12 (armadura natural) Pontos de Vida 22 (5d8) Deslocamento 6 m, escalada 6 m FOR 3 (4) DES 13 (+1) CON 10 (+0) INT 1 (5) SAB 7 (2) CAR 1 (5) Resistência a Dano concussão, cortante, perfurante Imunidade a Condição amedrontado, atordoado, caído, enfeitiçado, impedido, paralisado, petrificado Sentidos percepção às cegas 3 m, Percepção passiva 8 Idiomas  Nível de Desafio 1/2 (100 XP) Enxame. O enxame pode ocupar o espaço de outra criatura e vice-versa, e o enxame pode se mover através de qualquer abertura grande o suficiente para um inseto Miúdo. O enxame não pode recuperar pontos de vida ou ganhar pontos de vida temporários. AÇÕES Mordidas. Ataque Corpo-a-Corpo com Arma: +3 para atingir, alcance 0 m, um alvo no espaço do enxame. Acerto: 10 (4d4) de dano perfurante, ou 5 (2d4) de dano perfurante se o enxame estiver com metade de seus pontos de vida ou menos.  VARIAÇÃO: ENXAME DE INSETOS  Diferentes tipos de insetos podem se juntar em enxames e cada enxame possui as características especiais descritas abaixo. Enxame de Aranhas. Um enxame de aranhas possui os seguintes traços adicionais. Andar na Teia. O enxame ignora restrições de movimento causadas por estar numa teia. Escalada Aracnídea. O enxame pode escalar superfícies difíceis, incluindo tetos de cabeça para baixo, sem precisar realizar um teste de habilidade. Sentido na Teia. Quando em contato com uma teia, o enxame sabe a localização exata de qualquer outra criatura em contato com a mesma teia. Enxame de Besouros. Um enxame de besouros ganha deslocamento de escavação de 1,5 metro. Enxame de Centopeias. Uma criatura reduzida a 0 pontos de vida por um enxame de centopeias fica estável, mas envenenado por 1 hora, mesmo depois de recuperar pontos de vida, e paralisado enquanto estiver envenenado dessa forma. Enxame de Vespas. Um enxame de vespas tem deslocamento de caminhada de 1,5 metro, deslocamento de voo de 9 m e nenhum deslocamento de escalada.   ENXAME DE MORCEGOS Enxame Médio de bestas Miúdas, imparcial Classe de Armadura 12 Pontos de Vida 22 (5d8) Deslocamento 0 m, voo 9 m FOR 5 (3) DES 15 (+2) CON 10 (+0) INT 2 (4) SAB 12 (+1) CAR 4 (3) Resistência a Dano concussão, cortante, perfurante Imunidade a Condição amedrontado, atordoado, caído, enfeitiçado, impedido, paralisado, petrificado Sentidos percepção às cegas 18 m, Percepção passiva 11 Idiomas ",1/4,50," Presas. Ataque Corpo-a-Corpo com Arma: +8 para atingir, alcance 1,5 m, um alvo. Acerto: 19 (3d8 + 6) de dano perfurante.  Pisotear. Ataque Corpo-a-Corpo com Arma: +8 para atingir, alcance 1,5 m, uma criatura caída. Acerto: 22 (3d10 + 6) de dano de concussão.",22
ENXAME DE MORCEGOS,Enxame,Médio,voo 15 m FOR 6,24,7d8  1,12,3 m,6,2,14,+2,8,1,3,4,12,+1,6,2,"Perícias Percepção +5 Resistência a Dano concussão, cortante, perfurante Imunidade a Condição amedrontado, atordoado, caído, enfeitiçado, impedido, paralisado, petrificado Sentidos Percepção passiva 15 Idiomas  Nível de Desafio 1/4 (50 XP) Enxame. O enxame pode ocupar o espaço de outra criatura e vice-versa, e o enxame pode se mover através de qualquer abertura grande o suficiente para um corvo Miúdo. O enxame não pode recuperar pontos de vida ou ganhar pontos de vida temporários. AÇÕES Bicadas. Ataque Corpo-a-Corpo com Arma: +4 para atingir, alcance 0 m, um alvo no espaço do enxame. Acerto: 7 (2d6) de dano perfurante, ou 3 (1d6) de dano perfurante se o enxame estiver com metade de seus pontos de vida ou menos.  A NATUREZA DOS ENXAMES  Os enxames apresentados aqui não são conjuntos ordinários ou benignos de pequenas criaturas. Eles se formam como resultado de alguma influência sinistra ou insalubre. Um vampiro pode invocar um enxame de morcegos e ratos dos cantos mais escuros da noite, enquanto a simples presença de um senhor das múmias pode fazer com que escaravelhos emerjam das profundezas arenosas da sua tumba. Uma bruxa poderia ter o poder de enviar enxames de corvos contra seus inimigos, enquanto que um yuan-ti abominação poderia ter enxames de cobras venenosas deslizando em seu rastro. Até mesmo druidas podem enfeitiçar esses enxames e a agressividade deles é praticamente antinatural.   ENXAME DE INSETOS Enxame Médio de bestas Miúdas, imparcial Classe de Armadura 12 (armadura natural) Pontos de Vida 22 (5d8) Deslocamento 6 m, escalada 6 m FOR 3 (4) DES 13 (+1) CON 10 (+0) INT 1 (5) SAB 7 (2) CAR 1 (5) Resistência a Dano concussão, cortante, perfurante Imunidade a Condição amedrontado, atordoado, caído, enfeitiçado, impedido, paralisado, petrificado Sentidos percepção às cegas 3 m, Percepção passiva 8 Idiomas  Nível de Desafio 1/2 (100 XP) Enxame. O enxame pode ocupar o espaço de outra criatura e vice-versa, e o enxame pode se mover através de qualquer abertura grande o suficiente para um inseto Miúdo. O enxame não pode recuperar pontos de vida ou ganhar pontos de vida temporários. AÇÕES Mordidas. Ataque Corpo-a-Corpo com Arma: +3 para atingir, alcance 0 m, um alvo no espaço do enxame. Acerto: 10 (4d4) de dano perfurante, ou 5 (2d4) de dano perfurante se o enxame estiver com metade de seus pontos de vida ou menos.  VARIAÇÃO: ENXAME DE INSETOS  Diferentes tipos de insetos podem se juntar em enxames e cada enxame possui as características especiais descritas abaixo. Enxame de Aranhas. Um enxame de aranhas possui os seguintes traços adicionais. Andar na Teia. O enxame ignora restrições de movimento causadas por estar numa teia. Escalada Aracnídea. O enxame pode escalar superfícies difíceis, incluindo tetos de cabeça para baixo, sem precisar realizar um teste de habilidade. Sentido na Teia. Quando em contato com uma teia, o enxame sabe a localização exata de qualquer outra criatura em contato com a mesma teia. Enxame de Besouros. Um enxame de besouros ganha deslocamento de escavação de 1,5 metro. Enxame de Centopeias. Uma criatura reduzida a 0 pontos de vida por um enxame de centopeias fica estável, mas envenenado por 1 hora, mesmo depois de recuperar pontos de vida, e paralisado enquanto estiver envenenado dessa forma. Enxame de Vespas. Um enxame de vespas tem deslocamento de caminhada de 1,5 metro, deslocamento de voo de 9 m e nenhum deslocamento de escalada.   ENXAME DE MORCEGOS Enxame Médio de bestas Miúdas, imparcial Classe de Armadura 12 Pontos de Vida 22 (5d8) Deslocamento 0 m, voo 9 m FOR 5 (3) DES 15 (+2) CON 10 (+0) INT 2 (4) SAB 12 (+1) CAR 4 (3) Resistência a Dano concussão, cortante, perfurante Imunidade a Condição amedrontado, atordoado, caído, enfeitiçado, impedido, paralisado, petrificado Sentidos percepção às cegas 18 m, Percepção passiva 11 Idiomas ",1/4,50," Presas. Ataque Corpo-a-Corpo com Arma: +8 para atingir, alcance 1,5 m, um alvo. Acerto: 19 (3d8 + 6) de dano perfurante.  Pisotear. Ataque Corpo-a-Corpo com Arma: +8 para atingir, alcance 1,5 m, uma criatura caída. Acerto: 22 (3d10 + 6) de dano de concussão.",22
